Y71F9B.7	IPR017441	Protein kinase, ATP binding site
Y71F9B.7	IPR033695	Second polo-box domain
Y71F9B.7	IPR033701	First polo-box domain
Y71F9B.7	IPR036947	POLO box domain superfamily
Y71F9B.8a	IPR001611	Leucine-rich repeat
Y71F9B.8a	IPR003591	Leucine-rich repeat, typical subtype
Y71F9B.8a	IPR032675	Leucine-rich repeat domain superfamily
Y71F9B.9a	IPR006108	3-hydroxyacyl-CoA dehydrogenase, C-terminal
Y71F9B.9a	IPR006176	3-hydroxyacyl-CoA dehydrogenase, NAD binding
Y71F9B.9a	IPR006180	3-hydroxyacyl-CoA dehydrogenase, conserved site
Y71F9B.9a	IPR008927	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily
Y71F9B.9a	IPR013328	6-phosphogluconate dehydrogenase, domain 2
Y71F9B.9a	IPR036291	NAD(P)-binding domain superfamily
Y71G10AR.4	IPR002657	Bile acid:sodium symporter/arsenical resistance protein Acr3
Y71G10AR.4	IPR004710	Bile acid:sodium symporter
Y71G10AR.4	IPR038770	Sodium/solute symporter superfamily
Y71G12A.2b	IPR045126	Trafficking protein particle complex subunit TRAPPC10/Trs130
Y71G12A.3a	IPR000007	Tubby, C-terminal
Y71G12A.3a	IPR001680	WD40 repeat
Y71G12A.3a	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
Y71G12A.3a	IPR025659	Tubby-like, C-terminal
Y71G12A.4	IPR000073	Alpha/beta hydrolase fold-1
Y71G12A.4	IPR029058	Alpha/Beta hydrolase fold
Y71G12B.10	IPR000891	Pyruvate carboxyltransferase
Y71G12B.10	IPR013785	Aldolase-type TIM barrel
Y71G12B.10	IPR043594	HMG-CoA lyase
Y71G12B.11a	IPR000299	FERM domain
Y71G12B.11a	IPR002558	I/LWEQ domain
Y71G12B.11a	IPR011993	PH-like domain superfamily
Y71G12B.11a	IPR014352	FERM/acyl-CoA-binding protein superfamily
Y71G12B.11a	IPR015009	Vinculin-binding site-containing domain
Y71G12B.11a	IPR015224	Talin, central
Y71G12B.11a	IPR019747	FERM conserved site
Y71G12B.11a	IPR019748	FERM central domain
Y71G12B.11a	IPR019749	Band 4.1 domain
Y71G12B.11a	IPR032425	Talin, N-terminal F0 domain
Y71G12B.11a	IPR035963	FERM superfamily, second domain
Y71G12B.11a	IPR035964	I/LWEQ domain superfamily
Y71G12B.11a	IPR036476	Talin, central domain superfamily
Y71G12B.11a	IPR036723	Alpha-catenin/vinculin-like superfamily
Y71G12B.11a	IPR037438	Talin-1/2, rod-segment
Y71G12B.11a	IPR049108	Talin, R4 domain
Y71G12B.12a	IPR007239	Autophagy-related protein 5
Y71G12B.12a	IPR042526	Autophagy protein Atg5, helix rich domain
Y71G12B.12a	IPR042527	Autophagy protein Atg5, UblA domain superfamily
Y71G12B.12a	IPR048318	Autophagy protein ATG5, UblB domain
Y71G12B.12a	IPR048939	Autophagy protein ATG5, UblA domain
Y71G12B.12a	IPR048940	Autophagy protein ATG5, alpha-helical bundle region
Y71G12B.14	IPR001163	Sm domain, eukaryotic/archaea-type
Y71G12B.14	IPR010920	LSM domain superfamily
Y71G12B.14	IPR016487	Sm-like protein Lsm6/SmF
Y71G12B.14	IPR047575	Sm domain
Y71G12B.15a	IPR000608	Ubiquitin-conjugating enzyme E2
Y71G12B.15a	IPR016135	Ubiquitin-conjugating enzyme/RWD-like
Y71G12B.15a	IPR023313	Ubiquitin-conjugating enzyme, active site
Y71G12B.16	IPR009496	Repulsive guidance molecule, C-terminal
Y71G12B.16	IPR010536	Repulsive guidance molecule, N-terminal
Y71G12B.16	IPR040287	Repulsive guidance molecule
Y71G12B.17	IPR001666	Phosphatidylinositol transfer protein
Y71G12B.17	IPR023393	START-like domain superfamily
Y71G12B.18a	IPR006342	Methyltransferase FkbM
Y71G12B.1a	IPR001680	WD40 repeat
Y71G12B.1a	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
Y71G12B.1a	IPR036322	WD40-repeat-containing domain superfamily
Y71G12B.1a	IPR045145	Chromatin assembly factor 1 subunit Cac2/CHAF1B/FAS2
Y71G12B.2	IPR042317	F-box protein she-1-like
Y71G12B.20a	IPR001627	Sema domain
Y71G12B.20a	IPR013783	Immunoglobulin-like fold
Y71G12B.20a	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
Y71G12B.20a	IPR027231	Semaphorin
Y71G12B.20a	IPR036179	Immunoglobulin-like domain superfamily
Y71G12B.20a	IPR036352	Sema domain superfamily
Y71G12B.23a	IPR004254	AdipoR/Haemolysin-III-related
Y71G12B.24a	IPR007863	Peptidase M16, C-terminal
Y71G12B.24a	IPR011249	Metalloenzyme, LuxS/M16 peptidase-like
Y71G12B.24a	IPR011765	Peptidase M16, N-terminal
Y71G12B.25a	IPR011701	Major facilitator superfamily
Y71G12B.25a	IPR020846	Major facilitator superfamily domain
Y71G12B.25a	IPR036259	MFS transporter superfamily
Y71G12B.26a	IPR036259	MFS transporter superfamily
Y71G12B.27	IPR000789	Cyclin-dependent kinase, regulatory subunit
Y71G12B.27	IPR036858	Cyclin-dependent kinase, regulatory subunit superfamily
Y71G12B.30a	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type
Y71G12B.30a	IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
Y71G12B.30a	IPR029052	Metallo-dependent phosphatase-like
Y71G12B.30a	IPR031675	Serine-threonine protein phosphatase, N-terminal
Y71G12B.31a	IPR000242	Tyrosine-specific protein phosphatase, PTPase domain
Y71G12B.31a	IPR000387	Tyrosine-specific protein phosphatases domain
Y71G12B.31a	IPR003595	Protein-tyrosine phosphatase, catalytic
Y71G12B.31a	IPR016130	Protein-tyrosine phosphatase, active site
Y71G12B.31a	IPR029021	Protein-tyrosine phosphatase-like
Y71G12B.32	IPR042317	F-box protein she-1-like
Y71G12B.4	IPR000323	Copper type II, ascorbate-dependent monooxygenase, N-terminal
Y71G12B.4	IPR000720	Peptidylglycine alpha-hydroxylating monooxygenase/peptidyl-hydroxyglycine alpha-amidating lyase
Y71G12B.4	IPR008977	PHM/PNGase F domain superfamily
Y71G12B.4	IPR014783	Copper type II, ascorbate-dependent monooxygenase, histidine-cluster-2 conserved site
Y71G12B.4	IPR014784	Copper type II, ascorbate-dependent monooxygenase-like, C-terminal
Y71G12B.4	IPR024548	Copper type II ascorbate-dependent monooxygenase, C-terminal
Y71G12B.4	IPR036939	Copper type II, ascorbate-dependent monooxygenase, N-terminal domain superfamily
Y71G12B.5a	IPR032710	NTF2-like domain superfamily
Y71G12B.6a	IPR016040	NAD(P)-binding domain
Y71G12B.6a	IPR036291	NAD(P)-binding domain superfamily
Y71G12B.8	IPR000629	ATP-dependent RNA helicase DEAD-box, conserved site
Y71G12B.8	IPR001650	Helicase, C-terminal
Y71G12B.8	IPR011545	DEAD/DEAH box helicase domain
Y71G12B.8	IPR014001	Helicase superfamily 1/2, ATP-binding domain
Y71G12B.8	IPR014014	RNA helicase, DEAD-box type, Q motif
Y71G12B.8	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Y71H10A.1a	IPR000023	Phosphofructokinase domain
Y71H10A.1a	IPR009161	ATP-dependent 6-phosphofructokinase, eukaryotic-type
Y71H10A.1a	IPR015912	Phosphofructokinase, conserved site
Y71H10A.1a	IPR022953	ATP-dependent 6-phosphofructokinase
Y71H10A.1a	IPR035966	Phosphofructokinase superfamily
Y71H10A.2	IPR013120	Fatty acyl-coenzyme A reductase, NAD-binding domain
Y71H10A.2	IPR026055	Fatty acyl-CoA reductase
Y71H10A.2	IPR033640	Fatty acyl-CoA reductase, C-terminal
Y71H10A.2	IPR036291	NAD(P)-binding domain superfamily
Y71H10B.1b	IPR008380	HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase
Y71H10B.1b	IPR016695	Purine 5'-nucleotidase
Y71H10B.1b	IPR023214	HAD superfamily
Y71H10B.1b	IPR036412	HAD-like superfamily
Y71H2AL.1	IPR002048	EF-hand domain
Y71H2AL.1	IPR011992	EF-hand domain pair
Y71H2AL.1	IPR018247	EF-Hand 1, calcium-binding site
Y71H2AM.1	IPR000905	Gcp-like domain
Y71H2AM.1	IPR017860	Peptidase M22, conserved site
Y71H2AM.1	IPR017861	Kae1/TsaD family
Y71H2AM.1	IPR034680	tRNA N6-adenosine threonylcarbamoyltransferase Kae1, archaeal/eukaryotic
Y71H2AM.1	IPR043129	ATPase, nucleotide binding domain
Y71H2AM.10	IPR026307	Transmembrane protein 132
Y71H2AM.10	IPR031437	Transmembrane protein family 132, middle domain
Y71H2AM.11	IPR001261	ArgE/DapE/ACY1/CPG2/YscS, conserved site
Y71H2AM.11	IPR002933	Peptidase M20
Y71H2AM.11	IPR011650	Peptidase M20, dimerisation domain
Y71H2AM.11	IPR017153	Cytosolic nonspecific dipeptidase/DUG1
Y71H2AM.12	IPR001806	Small GTPase
Y71H2AM.12	IPR005225	Small GTP-binding protein domain
Y71H2AM.12	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Y71H2AM.13	IPR002018	Carboxylesterase, type B
Y71H2AM.13	IPR029058	Alpha/Beta hydrolase fold
Y71H2AM.14b	IPR002516	Glycosyl transferase, family 11
Y71H2AM.15a	IPR022782	Actin interacting protein 3-like, C-terminal
Y71H2AM.16	IPR000560	Histidine phosphatase superfamily, clade-2
Y71H2AM.16	IPR029033	Histidine phosphatase superfamily
Y71H2AM.16	IPR033379	Histidine acid phosphatase active site
Y71H2AM.17	IPR009071	High mobility group box domain
Y71H2AM.17	IPR036910	High mobility group box domain superfamily
Y71H2AM.19b	IPR000629	ATP-dependent RNA helicase DEAD-box, conserved site
Y71H2AM.19b	IPR001650	Helicase, C-terminal
Y71H2AM.19b	IPR011545	DEAD/DEAH box helicase domain
Y71H2AM.19b	IPR014001	Helicase superfamily 1/2, ATP-binding domain
Y71H2AM.19b	IPR014014	RNA helicase, DEAD-box type, Q motif
Y71H2AM.19b	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Y71H2AM.19b	IPR044763	Ded1/Dbp1, DEAD-box helicase domain
Y71H2AM.2	IPR019178	Phosphatidylinositol 4,5-bisphosphate 4-phosphatase
Y71H2AM.20a	IPR004327	Phosphotyrosyl phosphatase activator, PTPA
Y71H2AM.20a	IPR037218	PTPA superfamily
Y71H2AM.20a	IPR043170	Phosphotyrosyl phosphatase activator, C-terminal lid domain
Y71H2AM.22a	IPR003280	Two pore domain potassium channel
Y71H2AM.22a	IPR013099	Potassium channel domain
Y71H2AM.23	IPR000795	Translational (tr)-type GTP-binding domain
Y71H2AM.23	IPR004160	Translation elongation factor EFTu/EF1A, C-terminal
Y71H2AM.23	IPR004161	Translation elongation factor EFTu-like, domain 2
Y71H2AM.23	IPR005225	Small GTP-binding protein domain
Y71H2AM.23	IPR009000	Translation protein, beta-barrel domain superfamily
Y71H2AM.23	IPR009001	Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal
Y71H2AM.23	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Y71H2AM.23	IPR033720	Elongation factor Tu, domain 2
Y71H2AM.23	IPR041709	Elongation factor Tu (EF-Tu), GTP-binding domain
Y71H2AM.24	IPR012945	Tubulin binding cofactor C-like domain
Y71H2AM.24	IPR016098	Cyclase-associated protein CAP/septum formation inhibitor MinC, C-terminal
Y71H2AM.24	IPR017901	C-CAP/cofactor C-like domain
Y71H2AM.24	IPR027684	Tubulin-specific chaperone C
Y71H2AM.25	IPR000668	Peptidase C1A, papain C-terminal
Y71H2AM.25	IPR013128	Peptidase C1A
Y71H2AM.25	IPR038765	Papain-like cysteine peptidase superfamily
Y71H2AM.25	IPR039417	Papain-like cysteine endopeptidase
Y71H2AM.3	IPR019193	Ubiquitin-conjugating enzyme E2-binding protein
Y71H2AM.4	IPR009423	NADH dehydrogenase [ubiquinone] 1 subunit C2, NDUC2
Y71H2AM.5	IPR003213	Cytochrome c oxidase, subunit VIb
Y71H2AM.5	IPR036549	Cytochrome c oxidase, subunit VIb superfamily
Y71H2AM.5	IPR048280	Cytochrome oxidase c subunit VIb-like
Y71H2AM.6a	IPR007085	DNA/pantothenate metabolism flavoprotein, C-terminal
Y71H2AM.6a	IPR035929	CoaB-like superfamily
Y71H2AM.7	IPR036915	Cyclin-like superfamily
Y71H2AM.8	IPR001214	SET domain
Y71H2AM.8	IPR025785	Actin-histidine N-methyltransferase SETD3
Y71H2AM.8	IPR036464	Rubisco LSMT, substrate-binding domain superfamily
Y71H2AM.8	IPR044428	SETD3, SET domain
Y71H2AM.8	IPR046341	SET domain superfamily
Y71H2AM.9	IPR002524	Cation efflux protein
Y71H2AM.9	IPR009061	Putative DNA-binding domain superfamily
Y71H2AM.9	IPR027469	Cation efflux transmembrane domain superfamily
Y71H2AM.9	IPR037129	XPA domain superfamily
Y71H2AM.9	IPR040177	Proton-coupled zinc antiporter SLC30A9
Y71H2AR.1	IPR010357	Thioredoxin domain-containing protein 17-like domain
Y71H2AR.1	IPR036249	Thioredoxin-like superfamily
Y71H2AR.1	IPR045108	Thioredoxin domain-containing protein 17-like
Y71H2AR.2	IPR000668	Peptidase C1A, papain C-terminal
Y71H2AR.2	IPR013128	Peptidase C1A
Y71H2AR.2	IPR038765	Papain-like cysteine peptidase superfamily
Y71H2AR.2	IPR039417	Papain-like cysteine endopeptidase
Y71H2AR.3	IPR006155	Josephin domain
Y71H2AR.3	IPR040053	Josephin-1/2
Y71H2B.1	IPR014352	FERM/acyl-CoA-binding protein superfamily
Y71H2B.1	IPR035984	Acyl-CoA binding protein superfamily
Y71H2B.10a	IPR002553	Clathrin/coatomer adaptor, adaptin-like, N-terminal
Y71H2B.10a	IPR008152	Clathrin adaptor, alpha/beta/gamma-adaptin, appendage, Ig-like subdomain
Y71H2B.10a	IPR009028	Coatomer/calthrin adaptor appendage, C-terminal subdomain
Y71H2B.10a	IPR011989	Armadillo-like helical
Y71H2B.10a	IPR012295	TBP domain superfamily
Y71H2B.10a	IPR013037	Clathrin adaptor, beta-adaptin, appendage, Ig-like subdomain
Y71H2B.10a	IPR013041	Clathrin adaptor, appendage, Ig-like subdomain superfamily
Y71H2B.10a	IPR015151	Beta-adaptin appendage, C-terminal subdomain
Y71H2B.10a	IPR016024	Armadillo-type fold
Y71H2B.10a	IPR016342	AP-1/2/4 complex subunit beta
Y71H2B.10a	IPR026739	AP complex subunit beta
Y71H2B.2	IPR019385	Phosphorylated adapter RNA export protein, RNA-binding domain
Y71H2B.2	IPR038092	Phosphorylated adapter RNA export protein, RNA-binding domain superfamily
Y71H2B.2	IPR039047	Phosphorylated adapter RNA export protein
Y71H2B.3	IPR007304	TAP46-like protein
Y71H2B.3	IPR038511	TAP42/TAP46-like superfamily
Y71H2B.5	IPR000192	Aminotransferase class V domain
Y71H2B.5	IPR011063	tRNA(Ile)-lysidine/2-thiocytidine synthase, N-terminal
Y71H2B.5	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold
Y71H2B.5	IPR015421	Pyridoxal phosphate-dependent transferase, major domain
Y71H2B.5	IPR015422	Pyridoxal phosphate-dependent transferase, small domain
Y71H2B.5	IPR015424	Pyridoxal phosphate-dependent transferase
Y71H2B.6	IPR019403	Mediator complex, subunit Med19, metazoa
Y71H2B.7	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit
Y71H2B.7	IPR011025	G protein alpha subunit, helical insertion
Y71H2B.7	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Y71H9A.1	IPR003280	Two pore domain potassium channel
Y71H9A.1	IPR013099	Potassium channel domain
Y71H9A.10	IPR008139	Saposin B type domain
Y71H9A.10	IPR011001	Saposin-like
Y71H9A.2	IPR001107	Band 7 domain
Y71H9A.2	IPR001972	Stomatin/HflK family
Y71H9A.2	IPR036013	Band 7/SPFH domain superfamily
Y71H9A.2	IPR043202	Band-7 stomatin-like
Y71H9A.3	IPR001107	Band 7 domain
Y71H9A.3	IPR001972	Stomatin/HflK family
Y71H9A.3	IPR018080	Band 7/stomatin-like, conserved site
Y71H9A.3	IPR036013	Band 7/SPFH domain superfamily
Y71H9A.3	IPR043202	Band-7 stomatin-like
Y72A10A.1c	IPR032675	Leucine-rich repeat domain superfamily
Y72A10A.1c	IPR036047	F-box-like domain superfamily
Y73B3A.15	IPR001810	F-box domain
Y73B3A.15	IPR002900	Domain of unknown function DUF38/FTH, Caenorhabditis species
Y73B3A.15	IPR040161	F-box A protein FB224
Y73B3A.15	IPR041426	Mos1 transposase, HTH domain
Y73B3A.22	IPR001810	F-box domain
Y73B3A.22	IPR040161	F-box A protein FB224
Y73B3A.22	IPR041426	Mos1 transposase, HTH domain
Y73B3A.4	IPR011042	Six-bladed beta-propeller, TolB-like
Y73B3B.1	IPR001715	Calponin homology domain
Y73B3B.1	IPR006570	SPK domain
Y73B3B.1	IPR036872	CH domain superfamily
Y73B3B.2	IPR001214	SET domain
Y73B3B.2	IPR046341	SET domain superfamily
Y73B6A.1a	IPR000719	Protein kinase domain
Y73B6A.1a	IPR005818	Linker histone H1/H5, domain H15
Y73B6A.1a	IPR011009	Protein kinase-like domain superfamily
Y73B6A.1a	IPR017441	Protein kinase, ATP binding site
Y73B6A.1a	IPR036388	Winged helix-like DNA-binding domain superfamily
Y73B6A.4	IPR011990	Tetratricopeptide-like helical domain superfamily
Y73B6A.4	IPR018834	DNA/RNA-binding domain, Est1-type
Y73B6A.4	IPR019734	Tetratricopeptide repeat
Y73B6A.4	IPR045153	Est1/Ebs1-like
Y73B6A.5b	IPR000719	Protein kinase domain
Y73B6A.5b	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Y73B6A.5b	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain
Y73B6A.5b	IPR003116	Raf-like Ras-binding
Y73B6A.5b	IPR008271	Serine/threonine-protein kinase, active site
Y73B6A.5b	IPR011009	Protein kinase-like domain superfamily
Y73B6A.5b	IPR017441	Protein kinase, ATP binding site
Y73B6A.5b	IPR029071	Ubiquitin-like domain superfamily
Y73B6A.5b	IPR046349	C1-like domain superfamily
Y73B6BL.1	IPR002227	Tyrosinase copper-binding domain
Y73B6BL.1	IPR008922	Di-copper centre-containing domain superfamily
Y73B6BL.10	IPR017452	GPCR, rhodopsin-like, 7TM
Y73B6BL.10	IPR019426	7TM GPCR, serpentine receptor class v (Srv)
Y73B6BL.11	IPR017452	GPCR, rhodopsin-like, 7TM
Y73B6BL.11	IPR019426	7TM GPCR, serpentine receptor class v (Srv)
Y73B6BL.12	IPR013766	Thioredoxin domain
Y73B6BL.12	IPR035674	ERdj5, C-terminal thioredoxin domain
Y73B6BL.12	IPR036249	Thioredoxin-like superfamily
Y73B6BL.13	IPR001398	Macrophage migration inhibitory factor
Y73B6BL.13	IPR014347	Tautomerase/MIF superfamily
Y73B6BL.14	IPR012308	DNA ligase, ATP-dependent, N-terminal
Y73B6BL.14	IPR036599	DNA ligase, ATP-dependent, N-terminal domain superfamily
Y73B6BL.18b	IPR003890	MIF4G-like, type 3
Y73B6BL.18b	IPR007193	Up-frameshift suppressor 2, C-terminal
Y73B6BL.18b	IPR016024	Armadillo-type fold
Y73B6BL.18b	IPR039762	Nonsense-mediated mRNA decay protein Nmd2/UPF2
Y73B6BL.19	IPR000210	BTB/POZ domain
Y73B6BL.19	IPR003131	Potassium channel tetramerisation-type BTB domain
Y73B6BL.19	IPR003968	Potassium channel, voltage dependent, Kv
Y73B6BL.19	IPR003975	Potassium channel, voltage dependent, Kv4
Y73B6BL.19	IPR005821	Ion transport domain
Y73B6BL.19	IPR011333	SKP1/BTB/POZ domain superfamily
Y73B6BL.19	IPR021645	Shal-type voltage-gated potassium channels, N-terminal
Y73B6BL.19	IPR024587	Potassium channel, voltage dependent, Kv4, C-terminal
Y73B6BL.19	IPR027359	Voltage-dependent channel domain superfamily
Y73B6BL.2	IPR003511	HORMA domain
Y73B6BL.2	IPR036570	HORMA domain superfamily
Y73B6BL.21a	IPR001134	Netrin domain
Y73B6BL.21a	IPR008993	Tissue inhibitor of metalloproteinases-like, OB-fold
Y73B6BL.21a	IPR015526	Frizzled/secreted frizzled-related protein
Y73B6BL.21a	IPR020067	Frizzled domain
Y73B6BL.21a	IPR036790	Frizzled cysteine-rich domain superfamily
Y73B6BL.24	IPR000560	Histidine phosphatase superfamily, clade-2
Y73B6BL.24	IPR029033	Histidine phosphatase superfamily
Y73B6BL.25	IPR000560	Histidine phosphatase superfamily, clade-2
Y73B6BL.25	IPR029033	Histidine phosphatase superfamily
Y73B6BL.26b	IPR006029	Neurotransmitter-gated ion-channel transmembrane domain
Y73B6BL.26b	IPR006201	Neurotransmitter-gated ion-channel
Y73B6BL.26b	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
Y73B6BL.26b	IPR036719	Neurotransmitter-gated ion-channel transmembrane domain superfamily
Y73B6BL.26b	IPR036734	Neurotransmitter-gated ion-channel ligand-binding domain superfamily
Y73B6BL.26b	IPR038050	Neuronal acetylcholine receptor
Y73B6BL.289	IPR019269	Biogenesis of lysosome-related organelles complex-1, subunit 2
Y73B6BL.29a	IPR001406	Pseudouridine synthase I, TruA
Y73B6BL.29a	IPR020094	Pseudouridine synthase TruA/RsuA/RluB/E/F, N-terminal
Y73B6BL.29a	IPR020095	Pseudouridine synthase I, TruA, C-terminal
Y73B6BL.29a	IPR020097	Pseudouridine synthase I, TruA, alpha/beta domain
Y73B6BL.29a	IPR020103	Pseudouridine synthase, catalytic domain superfamily
Y73B6BL.3	IPR004088	K Homology domain, type 1
Y73B6BL.3	IPR012340	Nucleic acid-binding, OB-fold
Y73B6BL.3	IPR025721	Exosome complex component, N-terminal domain
Y73B6BL.3	IPR026699	Exosome complex RNA-binding protein 1/RRP40/RRP4
Y73B6BL.3	IPR036612	K Homology domain, type 1 superfamily
Y73B6BL.3	IPR048565	RRP4, S1 domain
Y73B6BL.30a	IPR019269	Biogenesis of lysosome-related organelles complex-1, subunit 2
Y73B6BL.31a	IPR004853	Sugar phosphate transporter domain
Y73B6BL.31a	IPR026505	Solute carrier family 35 member F3/F4
Y73B6BL.32	IPR001163	Sm domain, eukaryotic/archaea-type
Y73B6BL.32	IPR010920	LSM domain superfamily
Y73B6BL.32	IPR034103	Sm-like protein Lsm8
Y73B6BL.32	IPR044642	U6 snRNA-associated Sm-like protein Lsm1/8
Y73B6BL.32	IPR047575	Sm domain
Y73B6BL.33a	IPR000504	RNA recognition motif domain
Y73B6BL.33a	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
Y73B6BL.33a	IPR035979	RNA-binding domain superfamily
Y73B6BL.34	IPR002486	Nematode cuticle collagen, N-terminal
Y73B6BL.34	IPR008160	Collagen triple helix repeat
Y73B6BL.36	IPR009038	GOLD domain
Y73B6BL.37	IPR001087	GDSL lipase/esterase
Y73B6BL.37	IPR035547	Phospholipase B
Y73B6BL.37	IPR036514	SGNH hydrolase superfamily
Y73B6BL.37	IPR038885	Phospholipase B1, membrane-associated
Y73B6BL.38	IPR001313	Pumilio RNA-binding repeat
Y73B6BL.38	IPR011989	Armadillo-like helical
Y73B6BL.38	IPR016024	Armadillo-type fold
Y73B6BL.38	IPR033133	Pumilio homology domain
Y73B6BL.38	IPR033712	Pumilio, RNA binding domain
Y73B6BL.39	IPR017452	GPCR, rhodopsin-like, 7TM
Y73B6BL.39	IPR019426	7TM GPCR, serpentine receptor class v (Srv)
Y73B6BL.4	IPR002641	Patatin-like phospholipase domain
Y73B6BL.4	IPR016035	Acyl transferase/acyl hydrolase/lysophospholipase
Y73B6BL.4	IPR045217	Patatin-like phospholipase domain containing protein 8-like
Y73B6BL.40	IPR017452	GPCR, rhodopsin-like, 7TM
Y73B6BL.40	IPR019426	7TM GPCR, serpentine receptor class v (Srv)
Y73B6BL.41	IPR017452	GPCR, rhodopsin-like, 7TM
Y73B6BL.41	IPR019426	7TM GPCR, serpentine receptor class v (Srv)
Y73B6BL.42	IPR002394	Nicotinic acetylcholine receptor
Y73B6BL.42	IPR006029	Neurotransmitter-gated ion-channel transmembrane domain
Y73B6BL.42	IPR006201	Neurotransmitter-gated ion-channel
Y73B6BL.42	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
Y73B6BL.42	IPR018000	Neurotransmitter-gated ion-channel, conserved site
Y73B6BL.42	IPR036719	Neurotransmitter-gated ion-channel transmembrane domain superfamily
Y73B6BL.42	IPR036734	Neurotransmitter-gated ion-channel ligand-binding domain superfamily
Y73B6BL.42	IPR038050	Neuronal acetylcholine receptor
Y73B6BL.43	IPR001372	Dynein light chain, type 1/2
Y73B6BL.43	IPR037177	Dynein light chain superfamily
Y73B6BL.6b	IPR000504	RNA recognition motif domain
Y73B6BL.6b	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
Y73B6BL.6b	IPR035979	RNA-binding domain superfamily
Y73B6BL.6b	IPR048289	NsCP33-like, RNA recognition motif 2
Y73B6BL.7a	IPR001309	Peptidase C14, p20 domain
Y73B6BL.7a	IPR002138	Peptidase C14, caspase non-catalytic subunit p10
Y73B6BL.7a	IPR011600	Peptidase C14, caspase domain
Y73B6BL.7a	IPR015917	Peptidase C14A, caspase catalytic domain
Y73B6BL.7a	IPR016129	Peptidase family C14A, His active site
Y73B6BL.7a	IPR029030	Caspase-like domain superfamily
Y73B6BL.9a	IPR005818	Linker histone H1/H5, domain H15
Y73B6BL.9a	IPR005819	Linker histone H1/H5
Y73B6BL.9a	IPR036388	Winged helix-like DNA-binding domain superfamily
Y73B6BL.9a	IPR036390	Winged helix DNA-binding domain superfamily
Y73C8A.1b	IPR019428	7TM GPCR, serpentine receptor class r (Str)
Y73C8B.1	IPR010463	Protein of unknown function DUF1057
Y73C8B.1	IPR029058	Alpha/Beta hydrolase fold
Y73C8B.2	IPR010463	Protein of unknown function DUF1057
Y73C8B.2	IPR029058	Alpha/Beta hydrolase fold
Y73C8B.3	IPR010463	Protein of unknown function DUF1057
Y73C8B.3	IPR029058	Alpha/Beta hydrolase fold
Y73C8B.4	IPR000742	EGF-like domain
Y73C8B.4	IPR001774	Delta/Serrate/lag-2 (DSL) protein
Y73C8B.4	IPR039178	Protein Lag2
Y73C8B.5a	IPR002048	EF-hand domain
Y73C8B.5a	IPR011992	EF-hand domain pair
Y73C8B.5a	IPR018247	EF-Hand 1, calcium-binding site
Y73C8C.10	IPR001155	NADH:flavin oxidoreductase/NADH oxidase, N-terminal
Y73C8C.10	IPR013785	Aldolase-type TIM barrel
Y73C8C.11	IPR019428	7TM GPCR, serpentine receptor class r (Str)
Y73C8C.2	IPR001304	C-type lectin-like
Y73C8C.2	IPR016186	C-type lectin-like/link domain superfamily
Y73C8C.2	IPR016187	C-type lectin fold
Y73C8C.4	IPR002542	Domain of unknown function DUF19
Y73C8C.5	IPR019428	7TM GPCR, serpentine receptor class r (Str)
Y73C8C.6a	IPR019428	7TM GPCR, serpentine receptor class r (Str)
Y73C8C.8	IPR001841	Zinc finger, RING-type
Y73C8C.8	IPR013083	Zinc finger, RING/FYVE/PHD-type
Y73C8C.9	IPR019425	7TM GPCR, serpentine receptor class t (Srt)
Y73E7A.1a	IPR010422	Coiled-coil domain-containing protein 124/Oxs1
Y73E7A.1a	IPR036910	High mobility group box domain superfamily
Y73E7A.2	IPR012617	Apoptosis-antagonizing transcription factor, C-terminal
Y73E7A.2	IPR025160	AATF leucine zipper-containing domain
Y73E7A.2	IPR039223	Protein AATF/Bfr2
Y73E7A.3a	IPR009262	Solute carrier family 35 member SLC35F1/F2/F6
Y73E7A.4	IPR008849	Synaphin
Y73E7A.6	IPR009598	Bladder cancer-related BC10
Y73E7A.7a	IPR003859	Beta-1,4-galactosyltransferase
Y73E7A.7a	IPR027791	Galactosyltransferase, C-terminal
Y73E7A.7a	IPR027995	Galactosyltransferase, N-terminal
